"NGA","Polity","Section","Subsection","Variable","Value.From","Value.To","Date.From","Date.To","Fact.Type","Value.Note","Date.Note","Comment"
"Kachi Plain","InMugl*","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Kachi Plain","InMugl*","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Kachi Plain","InMugl*","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Kachi Plain","InMugl*","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Kachi Plain","InMugl*","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Kachi Plain","InMugl*","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Kachi Plain","InMugl*","Social Complexity variables","Information","Phonetic alphabetic writing","present",NA,"","","simple","simple","",""
"Kachi Plain","InMugl*","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Kachi Plain","InMugl*","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Kachi Plain","InMugl*","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Kachi Plain","InMugl*","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Kachi Plain","InMugl*","Social Complexity variables","Information","Philosophy","present",NA,"","","simple","simple","",""
"Kachi Plain","InMugl*","Social Complexity variables","Other","Indigenous coins","present",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","1",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Hierarchical Complexity","Administrative levels","2",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Hierarchical Complexity","Religious levels","1",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Hierarchical Complexity","Military levels","2",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Professions","Professional military officers","present",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Professions","Professional soldiers","present",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Professions","Professional priesthood","absent",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Bureaucracy characteristics","Examination system","present",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Law","Formal legal code","present",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Law","Judges","present",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Law","Courts","present",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","absent",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Information","Phonetic alphabetic writing","present",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Information","Calendar","absent",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Information","History","absent",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Information","Philosophy","absent",NA,"","","simple","simple","",""
"Southern China Hills","CnHChin","Social Complexity variables","Other","Indigenous coins","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","5",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Hierarchical Complexity","Administrative levels","5",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Hierarchical Complexity","Religious levels","2",3,"","","complex","range","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Hierarchical Complexity","Military levels","4",6,"","","complex","range","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Professions","Professional military officers","unknown",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Professions","Professional soldiers","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Professions","Professional priesthood","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Bureaucracy characteristics","Examination system","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Law","Formal legal code","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Law","Judges","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Law","Courts","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Information","Phonetic alphabetic writing","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWZhou","Social Complexity variables","Other","Indigenous coins","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","4",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Hierarchical Complexity","Administrative levels","4",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Hierarchical Complexity","Military levels","5",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Professions","Professional military officers","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Professions","Professional soldiers","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Professions","Professional priesthood","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Bureaucracy characteristics","Examination system","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Law","Formal legal code","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Law","Judges","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Law","Courts","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Information","Phonetic alphabetic writing","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Information","Philosophy","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnJinSA","Social Complexity variables","Other","Indigenous coins","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","4",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Hierarchical Complexity","Administrative levels","5",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Hierarchical Complexity","Religious levels","1",2,"","","complex","range","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Hierarchical Complexity","Military levels","5",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Professions","Professional soldiers","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Professions","Professional priesthood","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Bureaucracy characteristics","Examination system","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Law","Formal legal code","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Law","Judges","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Law","Courts","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Information","Phonetic alphabetic writing","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Information","Philosophy","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnChuSA","Social Complexity variables","Other","Indigenous coins","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","4",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Hierarchical Complexity","Administrative levels","4",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Hierarchical Complexity","Military levels","4",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Professions","Professional military officers","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Professions","Professional soldiers","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Professions","Professional priesthood","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Bureaucracy characteristics","Examination system","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Law","Formal legal code","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Law","Judges","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Law","Courts","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Information","Phonetic alphabetic writing","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Information","Philosophy","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnQiSA*","Social Complexity variables","Other","Indigenous coins","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","5",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Hierarchical Complexity","Administrative levels","7",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Hierarchical Complexity","Military levels","6",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Professions","Professional military officers","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Professions","Professional soldiers","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Professions","Professional priesthood","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Bureaucracy characteristics","Examination system","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Law","Formal legal code","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Law","Judges","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Law","Courts","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Information","Phonetic alphabetic writing","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Information","Philosophy","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnImQin","Social Complexity variables","Other","Indigenous coins","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","6",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Hierarchical Complexity","Administrative levels","7",8,"","","complex","range","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Hierarchical Complexity","Religious levels","3",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Hierarchical Complexity","Military levels","7",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Professions","Professional soldiers","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Professions","Professional priesthood","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Bureaucracy characteristics","Examination system","absent",NA,"","","complex","disputed","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Bureaucracy characteristics","Examination system","present",NA,"","","complex","disputed","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Law","Formal legal code","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Law","Judges","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Law","Courts","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Information","Phonetic alphabetic writing","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Information","Philosophy","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnWHan*","Social Complexity variables","Other","Indigenous coins","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","6",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Hierarchical Complexity","Administrative levels","7",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Hierarchical Complexity","Religious levels","1",2,"","","complex","range","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Hierarchical Complexity","Military levels","7",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Professions","Professional military officers","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Professions","Professional soldiers","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Professions","Professional priesthood","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Bureaucracy characteristics","Examination system","absent",NA,"","","complex","uncertain","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Bureaucracy characteristics","Examination system","present",NA,"","","complex","uncertain","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Law","Formal legal code","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Law","Judges","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Law","Courts","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Information","Phonetic alphabetic writing","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Information","Philosophy","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnEHan*","Social Complexity variables","Other","Indigenous coins","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","5",6,"","","complex","range","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Hierarchical Complexity","Administrative levels","6",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Hierarchical Complexity","Religious levels","2",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Hierarchical Complexity","Military levels","5",6,"","","complex","range","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Professions","Professional military officers","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Professions","Professional soldiers","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Professions","Professional priesthood","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Bureaucracy characteristics","Examination system","absent",NA,"","","simple","simple","",""
"Middle Yellow River Valley","CnNWei*","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
